trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
14474	3078	0	1	2	3	1	1	1.0	1	2012	9	21	5	11.41666667	57	1	1	2	646	0.166111111	0.049166667	0.085833333	0.0	0.058333333	0.0	0	0.040555556	1.5	0.12	0.0	0.0410959
14481	3078	1	0	3	3	1	5	0.0	1	2012	9	21	5	9.5	65	0	1	2	11667	2.685555556	0.880833333	0.179166667	0.566666667	0.1625	0.1166666669999999	1	0.729166667	0.0	2.06	10.5	0.677333
14503	3081	0	4	2	3	2	1	1.0	1	2012	9	21	5	17.5	58	0	1	2	1738	0.42	0.143888889	0.079722222	0.0	0.104444444	0.0	0	0.0897222219999999	1.5	0.23	0.0	0.291022
14517	3084	0	1	4	3	2	5	0.0	1	2012	9	22	6	9.25	78	0	1	1	6540	1.654444444	0.549444444	0.207777778	0.0	0.468888889	0.15	1	0.242777778	0.0	0.92	0.0	0.136156
14519	3084	1	1	4	3	2	5	0.0	1	2012	9	22	6	9.25	75	1	0	1	6540	1.654444444	0.549444444	0.207777778	0.0	0.468888889	0.15	1	0.242777778	0.0	0.92	0.0	0.136156
14531	3088	0	0	3	3	6	4	0.5	1	2012	9	22	6	12.5	29	0	1	0	4365	1.032777778	0.366111111	0.24	0.166666667	0.0	0.0	0	0.281111111	1.6	0.74	10.5	0.4911069999999999
14553	3092	1	3	4	5	1	4	1.0	1	2012	9	22	6	12.16666667	45	0	1	1	2801	0.69	0.218055556	0.08	0.0	0.225555556	0.1	1	0.200277778	3.0	0.57	0.0	0.359223
14559	3092	2	3	1	5	1	5	0.0	1	2012	9	22	6	15.13333333	7	0	0	1	300	0.096666667	0.061944444	0.053055556	0.0	0.027777778	0.0	0	0.0586111109999999	0.0	0.11	10.5	0.398104
14579	3097	1	0	4	3	5	1	1.0	1	2012	9	23	7	14.5	45	0	1	2	4031	1.0555555559999998	0.4119444439999999	0.138611111	0.0	0.412777778	0.1166666669999999	1	0.341388889	3.0	1.19	0.0	0.573637
14586	3099	1	0	1	3	6	3	0.0	1	2012	9	23	7	11.0	12	0	0	0	1058	0.311944444	0.135833333	0.1719444439999999	0.0	0.068611111	0.0	0	0.101944444	0.0	0.28	0.0	0.321526
14600	3103	0	2	3	5	1	1	1.0	1	2012	9	24	1	14.0	49	1	1	2	12827	3.039722222	1.047777778	0.112777778	0.333333333	0.261666667	0.255	2	0.715	5.6	2.15	0.0	0.317405
14683	3120	1	0	3	1	1	1	1.0	1	2012	9	24	1	7.5	33	0	1	1	9287	2.208333333	0.743055556	0.1938888889999999	0.316666667	0.0	0.166666667	1	0.679444444	5.9	1.81	10.5	0.677024
14688	3121	0	3	1	3	3	5	0.0	1	2012	9	25	2	16.0	64	0	1	1	848	0.237777778	0.0861111109999999	0.121388889	0.0	0.066944444	0.0	0	0.065833333	0.0	0.19	0.0	0.375527
14691	3123	0	0	4	1	5	1	1.0	1	2012	9	25	2	8.166666667000001	47	1	1	2	792	0.274166667	0.072777778	0.133888889	0.0	0.097222222	0.0	0	0.088333333	1.5	0.28	0.0	0.091195
14698	3123	2	2	3	5	1	2	0.0	1	2012	9	25	2	13.15	17	0	0	2	2557	0.645277778	0.211666667	0.136666667	0.0	0.25	0.0	0	0.193055556	0.0	0.49	0.0	0.2503599999999999
14713	3126	0	1	4	1	1	1	1.0	1	2012	9	25	2	18.0	32	0	1	1	10045	2.409722222	0.900277778	0.098888889	0.583333333	0.0	0.083333333	1	0.619722222	2.9	1.9	0.0	0.662931
14722	3128	1	3	4	5	1	5	0.0	1	2012	9	25	2	16.5	65	1	1	2	653	0.225555556	0.068611111	0.096388889	0.0	0.0475	0.0	0	0.063888889	0.0	0.18	0.0	0.182609
14727	3130	0	1	2	1	6	1	1.0	1	2012	9	25	2	15.0	30	0	0	0	855	0.246666667	0.073055556	0.118333333	0.0	0.066666667	0.0	0	0.085833333	1.5	0.2	0.0	0.0485436999999999
14753	3134	0	1	2	5	1	1	1.0	1	2012	9	26	3	8.75	45	1	1	1	1128	0.2688888889999999	0.085833333	0.144166667	0.0	0.081666667	0.0	0	0.0841666669999999	1.5	0.22	0.0	0.353135
14756	3135	0	0	3	3	1	1	1.0	1	2012	9	26	3	8.5	38	0	1	1	1336	0.301944444	0.098333333	0.069444444	0.0	0.116111111	0.0	0	0.097777778	1.5	0.24	0.0	0.448864
14757	3135	0	1	3	3	1	1	1.0	1	2012	9	26	3	10.0	38	0	1	1	1336	0.297777778	0.0975	0.0711111109999999	0.0	0.099444444	0.0	0	0.0922222219999999	1.5	0.23	0.0	0.105422
14758	3135	1	0	3	1	1	1	1.0	1	2012	9	26	3	8.0	30	1	1	1	7244	1.831666667	0.6647222220000001	0.308611111	0.433333333	0.0	0.066666667	1	0.494444444	1.7	1.63	0.0	0.5556180000000001
14759	3135	1	1	3	1	1	1	1.0	1	2012	9	26	3	17.5	30	1	1	1	7244	1.848611111	0.627777778	0.134722222	0.233333333	0.399166667	0.134166667	1	0.52	3.2	1.65	0.0	0.5293800000000001
14816	3145	0	5	3	3	1	1	1.0	1	2012	9	26	3	21.25	38	0	1	2	18888	4.369722222	1.448611111	0.2047222219999999	0.55	0.2144444439999999	0.133333333	1	0.812222222	5.4	2.86	0.0	0.475718
14824	3146	1	4	4	3	5	5	0.0	1	2012	9	26	3	19.66666667	73	0	1	2	666	0.172777778	0.0475	0.073333333	0.0	0.040833333	0.0	0	0.040833333	0.0	0.15	0.0	0.0272109
14827	3147	0	2	4	1	2	1	1.0	1	2012	9	26	3	14.0	59	0	1	2	4892	1.1175	0.323611111	0.111666667	0.0	0.333333333	0.0	0	0.261944444	1.5	0.67	0.0	0.2926829999999999
14828	3147	0	3	4	1	2	1	1.0	1	2012	9	26	3	21.0	59	0	1	2	4892	1.1080555559999998	0.302777778	0.213055556	0.0	0.2166666669999999	0.0	0	0.195833333	1.5	0.6	0.0	0.134752
14842	3152	0	0	3	2	6	1	1.0	1	2012	9	27	4	7.416666667	32	1	0	0	2479	0.6233333329999999	0.177777778	0.079722222	0.0	0.241388889	0.0	0	0.188055556	1.5	0.51	0.0	0.2082719999999999
14855	3155	1	2	4	2	1	1	1.0	1	2012	9	27	4	8.25	41	1	1	2	5228	1.3186111109999998	0.422222222	0.2794444439999999	0.0	0.438333333	0.083333333	1	0.329444444	3.0	1.03	0.0	0.545531
14903	3163	4	1	3	2	2	5	0.0	1	2012	9	27	4	15.5	6	1	0	1	862	0.2238888889999999	0.048333333	0.0725	0.0	0.070277778	0.0	0	0.0625	0.0	0.14	0.0	0.0888888999999999
14905	3164	1	1	3	2	1	1	1.0	1	2012	9	27	4	9.033333333	38	1	0	1	697	0.180833333	0.037222222	0.048611111	0.0	0.096666667	0.0	0	0.049444444	1.5	0.14	0.0	0.0561798
14917	3166	1	0	3	3	6	5	0.0	1	2012	9	27	4	10.16666667	73	0	0	0	9922	2.395555556	0.733611111	0.173055556	0.466666667	0.2163888889999999	0.133333333	1	0.586388889	0.0	1.74	0.0	0.254382
14921	3167	0	3	3	5	6	4	0.5	1	2012	9	27	4	16.0	25	1	1	0	8212	1.915555556	0.566388889	0.303333333	0.333333333	0.0	0.0	0	0.635833333	1.95	1.48	10.5	0.5910880000000001
14937	3169	2	1	4	2	1	3	0.0	1	2012	9	27	4	16.16666667	11	0	0	2	3471	1.0161111109999998	0.310833333	0.454166667	0.083333333	0.0	0.0	0	0.2166666669999999	0.85	0.7	0.0	0.074359
14973	3177	2	1	4	2	1	5	0.0	1	2012	9	28	5	15.25	8	0	0	2	1879	0.494444444	0.140833333	0.218611111	0.0	0.241666667	0.0	0	0.128611111	0.0	0.4	0.0	0.0907127
14980	3178	1	1	3	5	1	5	0.0	1	2012	9	28	5	13.5	62	1	1	1	4005	0.91	0.262222222	0.257777778	0.0	0.3	0.0	0	0.233333333	0.0	0.68	0.0	0.236905
14984	3179	1	0	4	1	5	1	1.0	1	2012	9	28	5	8.5	34	1	1	2	12903	3.124722222	0.986666667	0.117777778	0.0	1.2025	0.208333333	2	0.8	4.5	2.95	0.0	0.590625
14999	3181	1	1	3	5	6	5	0.0	1	2012	9	28	5	15.58333333	5	1	0	0	3281	0.7927777779999999	0.220555556	0.145555556	0.0	0.284166667	0.0	0	0.190555556	0.0	0.52	0.0	0.113703
15001	3182	0	1	1	5	6	1	1.0	1	2012	9	28	5	9.083333333	45	1	0	0	641	0.150277778	0.05	0.067777778	0.0	0.05	0.0	0	0.048611111	1.5	0.11	0.0	0.1542859999999999
15004	3183	0	0	1	1	6	5	0.0	1	2012	9	28	5	9.0	65	0	1	0	1004	0.229166667	0.099444444	0.065833333	0.0	0.134444444	0.0	0	0.095555556	0.0	0.22	0.0	0.194767
15009	3183	1	3	3	1	6	1	1.0	1	2012	9	28	5	18.5	56	1	1	0	6449	1.476944444	0.570277778	0.192222222	0.366666667	0.0	0.15	1	0.523333333	4.69	1.17	0.0	0.7643310000000001
15074	3191	3	0	1	2	1	5	0.0	1	2012	9	28	5	7.75	9	1	0	2	563	0.1580555559999999	0.051388889	0.0675	0.0	0.033333333	0.0	0	0.047777778	0.0	0.14	0.0	0.116279
15081	3192	0	5	4	3	1	1	1.0	1	2012	9	28	5	23.9	54	1	1	2	1977	0.489166667	0.151666667	0.233333333	0.0	0.086944444	0.0	0	0.0922222219999999	1.5	0.31	0.0	0.0451807
15102	3199	0	0	1	3	1	1	1.0	1	2012	9	29	6	13.0	52	0	1	1	927	0.318055556	0.089444444	0.1975	0.0	0.05	0.0	0	0.090555556	1.5	0.27	0.0	0.0429448
15120	3202	2	2	3	3	6	5	0.0	1	2012	9	29	6	13.25	9	0	0	0	712	0.195	0.071666667	0.091111111	0.0	0.066666667	0.0	0	0.088888889	0.0	0.16	0.0	0.23125
15125	3204	0	1	4	3	1	1	1.0	1	2012	9	29	6	16.0	58	0	1	1	4022	0.997777778	0.322222222	0.208333333	0.0	0.4302777779999999	0.0	0	0.297777778	1.5	0.83	0.0	0.56903
15141	3208	0	3	4	5	1	1	1.0	1	2012	9	29	6	13.5	54	1	1	2	1913	0.543888889	0.148888889	0.0586111109999999	0.0	0.183055556	0.083333333	1	0.173611111	3.0	0.45	0.0	0.2784
15165	3212	0	0	4	3	1	4	1.0	1	2012	9	30	7	9.0	42	0	1	2	2458	0.6166666670000001	0.190555556	0.274166667	0.0	0.161111111	0.0	0	0.1772222219999999	1.5	0.5	0.0	0.0736677
15204	3219	0	2	3	3	1	5	0.0	1	2012	9	30	7	11.0	80	0	1	1	3881	0.916666667	0.2738888889999999	0.394166667	0.083333333	0.0	0.0	0	0.206111111	0.0	0.65	0.0	0.0943396
15205	3220	0	0	1	3	1	1	0.0	1	2012	9	30	7	9.0	35	0	0	1	607	0.158888889	0.0433333329999999	0.04	0.0	0.038333333	0.0	0	0.035555556	0.0	0.12	0.0	0.132813
15217	3221	2	2	3	5	1	5	0.0	1	2012	10	1	1	15.5	6	0	0	1	1412	0.334722222	0.079444444	0.127777778	0.0	0.088333333	0.0	0	0.065	0.0	0.23	0.0	0.0213675
15258	3229	0	0	3	2	6	1	1.0	1	2012	10	1	1	8.5	33	1	0	0	1487	0.365833333	0.092777778	0.17	0.0	0.066666667	0.0	0	0.091944444	1.5	0.26	0.0	0.0996978999999999
15267	3231	0	0	1	3	6	4	0.5	1	2012	10	1	1	7.75	47	1	0	0	279	0.082222222	0.04	0.0525	0.0	0.0194444439999999	0.0	0	0.029166667	0.75	0.06	0.0	0.104762
15278	3233	2	1	3	2	1	3	0.0	1	2012	10	1	1	15.58333333	11	1	0	1	4139	1.0686111109999998	0.306388889	0.0605555559999999	0.0	0.351666667	0.083333333	1	0.240555556	0.0	0.73	0.0	0.2055429999999999
15288	3236	0	0	4	3	2	1	1.0	1	2012	10	1	1	6.0	26	0	1	1	25521	6.102777777999999	1.8275	0.016111111	0.916666667	0.347222222	0.2166666669999999	2	0.959444444	6.59	3.62	0.0	0.4226979999999999
15290	3236	0	6	4	3	2	1	1.0	1	2012	10	1	1	17.41666667	26	0	1	1	5934	1.3475	0.4613888889999999	0.183333333	0.283333333	0.0	0.0	0	0.364444444	2.9	0.86	0.0	0.408537
15294	3236	2	0	3	1	2	5	0.0	1	2012	10	1	1	6.333333333	60	1	0	1	3859	0.896111111	0.306666667	0.085	0.05	0.2444444439999999	0.105555556	1	0.173888889	0.0	0.54	0.0	0.151757
15299	3238	1	0	3	1	1	5	0.0	1	2012	10	2	2	7.0	63	1	1	1	5843	1.426111111	0.3725	0.096944444	0.0	0.401111111	0.073888889	1	0.260833333	0.0	0.86	0.0	0.28541
15306	3239	0	7	4	1	1	1	1.0	1	2012	10	2	2	18.5	52	0	1	2	6149	1.461388889	0.5030555560000001	0.121111111	0.0	0.556666667	0.0	0	0.391666667	1.5	1.07	0.0	0.436879
15320	3241	0	3	4	4	1	5	0.0	1	2012	10	2	2	15.5	66	1	1	2	858	0.197777778	0.065277778	0.109166667	0.0	0.033333333	0.0	0	0.033055556	0.0	0.13	0.0	0.092437
15323	3241	0	6	4	4	1	5	0.0	1	2012	10	2	2	20.33333333	66	1	1	2	2082	0.529166667	0.173333333	0.0502777779999999	0.0	0.150833333	0.075555556	1	0.081666667	0.0	0.3	0.0	0.0816327
15330	3243	0	3	4	3	1	1	1.0	1	2012	10	2	2	19.5	51	0	1	1	3775	0.957222222	0.296944444	0.254444444	0.0	0.166666667	0.0	0	0.179722222	1.5	0.65	0.0	0.261206
15337	3244	0	4	4	3	1	1	1.0	1	2012	10	2	2	16.66666667	53	1	1	1	4138	0.913333333	0.2775	0.158333333	0.0	0.356388889	0.0	0	0.2069444439999999	1.5	0.62	0.0	0.398658
15370	3253	0	1	1	5	1	1	1.0	1	2012	10	2	2	17.5	30	1	1	1	1950	0.5408333329999999	0.2575	0.0461111109999999	0.0	0.298055556	0.069444444	1	0.239166667	3.0	0.58	10.5	0.681765
15420	3260	0	3	1	3	5	1	1.0	1	2012	10	3	3	19.5	59	0	1	1	578	0.165555556	0.051944444	0.110833333	0.0	0.016666667	0.0	0	0.0586111109999999	1.5	0.17	0.0	0.127962
15422	3260	1	0	3	1	5	1	1.0	1	2012	10	3	3	17.5	22	1	0	1	6132	1.449444444	0.42	0.201666667	0.35	0.0	0.066666667	1	0.490833333	2.4	1.5	0.0	0.7187319999999999
15424	3260	2	0	4	4	5	1	1.0	1	2012	10	3	3	7.5	47	1	1	1	4778	1.196666667	0.411666667	0.173333333	0.2	0.083333333	0.2	1	0.345277778	3.2	1.2	0.0	0.311344
15432	3263	0	3	2	3	1	1	1.0	1	2012	10	3	3	17.25	45	1	1	1	1286	0.320833333	0.096944444	0.1744444439999999	0.0	0.109444444	0.0	0	0.093055556	1.5	0.26	0.0	0.3402989999999999
15434	3263	1	1	2	5	1	1	1.0	1	2012	10	3	3	8.833333332999999	45	0	1	1	3558	0.8088888890000001	0.244166667	0.15	0.0	0.314444444	0.0	0	0.267222222	1.5	0.68	0.0	0.598753
15440	3264	0	0	4	1	2	1	1.0	1	2012	10	3	3	5.75	51	0	1	1	21986	5.296666667	1.561111111	0.15	0.8	0.059166667	0.3	2	0.6930555559999999	3.0	3.03	0.0	0.260922
15456	3266	1	2	4	3	1	1	1.0	1	2012	10	3	3	18.58333333	58	1	1	2	3614	0.893333333	0.256944444	0.195	0.0	0.2347222219999999	0.0	0	0.1875	1.5	0.66	0.0	0.416296
15473	3269	0	2	3	3	1	5	0.0	1	2012	10	3	3	11.16666667	70	0	1	1	1379	0.295833333	0.075555556	0.064166667	0.0	0.1325	0.0	0	0.1191666669999999	0.0	0.27	0.0	0.449883
15481	3270	1	1	4	3	2	1	1.0	1	2012	10	3	3	7.016666667000001	54	0	1	1	2928	0.6808333329999999	0.226666667	0.1916666669999999	0.0	0.157777778	0.0	0	0.2019444439999999	1.5	0.48	0.0	0.272352
15491	3272	1	4	3	1	1	5	0.0	1	2012	10	3	3	16.5	56	0	1	1	10558	2.495	0.882777778	0.1769444439999999	0.45	0.0	0.133333333	1	0.833888889	0.0	2.1	10.5	0.748501
15506	3275	1	5	4	3	2	1	1.0	1	2012	10	3	3	13.5	63	0	1	2	2851	0.910277778	0.313611111	0.195	0.0	0.163333333	0.0	0	0.2019444439999999	1.5	0.58	0.0	0.202201
15519	3277	3	1	3	1	6	4	1.0	1	2012	10	3	3	19.0	21	0	1	0	18114	4.101944444	1.159722222	0.2275	0.7666666670000001	0.0	0.133333333	1	0.805277778	2.05	3.45	0.0	0.377716
15535	3282	2	1	4	2	1	5	0.0	1	2012	10	4	4	15.08333333	5	1	0	1	3904	0.930555556	0.268333333	0.121388889	0.0	0.281388889	0.188333333	1	0.1938888889999999	0.0	0.65	0.0	0.0558739
15549	3285	3	0	4	2	1	3	0.0	1	2012	10	4	4	8.5	11	0	0	1	1083	0.343611111	0.105555556	0.153333333	0.0	0.120277778	0.0	0	0.108611111	0.0	0.27	0.0	0.204604
15576	3296	0	0	3	3	6	5	0.0	1	2012	10	4	4	11.5	81	1	0	0	1161	0.326944444	0.098888889	0.155277778	0.0	0.082777778	0.0	0	0.090277778	0.0	0.24	0.0	0.298462
15577	3296	0	1	3	3	6	5	0.0	1	2012	10	4	4	13.25	81	1	0	0	1161	0.343888889	0.163333333	0.143888889	0.0	0.110833333	0.0	0	0.1036111109999999	0.0	0.25	0.0	0.364611
15595	3299	2	1	4	2	2	5	0.0	1	2012	10	4	4	16.86666667	10	1	0	2	1231	0.307222222	0.1025	0.131944444	0.0	0.114166667	0.0	0	0.074444444	0.0	0.19	0.0	0.0298507
15605	3301	1	1	1	1	2	1	1.0	1	2012	10	4	4	17.25	43	0	1	1	2694	0.677222222	0.1591666669999999	0.078611111	0.0	0.3752777779999999	0.0	0	0.178055556	1.5	0.43	0.0	0.2574099999999999
15640	3309	4	1	3	1	6	1	1.0	1	2012	10	5	5	17.0	30	1	0	0	5043	1.426111111	0.485	0.164444444	0.0	0.499722222	0.133333333	1	0.331111111	3.0	1.16	0.0	0.401007
15649	3311	1	2	4	5	1	1	1.0	1	2012	10	5	5	15.5	47	0	1	2	1761	0.475	0.120833333	0.079166667	0.0	0.115277778	0.0	0	0.112777778	1.5	0.36	0.0	0.0246305
15665	3314	0	3	1	3	6	4	1.0	1	2012	10	5	5	17.5	26	0	1	0	694	0.1975	0.064722222	0.074722222	0.0	0.036111111	0.0	0	0.054722222	1.5	0.13	0.0	0.4822329999999999
15666	3314	0	4	1	3	6	4	1.0	1	2012	10	5	5	19.75	26	0	1	0	694	0.196111111	0.090833333	0.119444444	0.0	0.033888889	0.0	0	0.076666667	1.5	0.2	0.0	0.5217390000000001
15692	3321	0	1	3	1	1	1	1.0	1	2012	10	5	5	18.5	36	0	1	2	13372	3.149166667	1.047222222	0.217777778	0.2666666669999999	0.231111111	0.1	1	0.892222222	5.0	2.5	0.0	0.564757
15706	3324	2	1	3	4	1	1	1.0	1	2012	10	5	5	10.16666667	52	1	1	1	2472	0.644166667	0.189722222	0.1066666669999999	0.0	0.325	0.0	0	0.182777778	1.5	0.5	0.0	0.18541
15708	3324	2	3	3	5	1	1	1.0	1	2012	10	5	5	13.25	52	1	1	1	2043	0.549722222	0.157222222	0.063888889	0.0	0.240277778	0.0	0	0.208611111	1.5	0.5	0.0	0.302264
15712	3326	0	1	4	5	1	4	1.0	1	2012	10	5	5	8.666666667000001	38	0	1	1	970	0.304722222	0.108888889	0.036944444	0.0	0.0875	0.0	0	0.078888889	1.5	0.22	0.0	0.408451
15724	3327	1	0	4	3	1	1	1.0	1	2012	10	5	5	11.5	21	1	1	1	4674	1.1575	0.354166667	0.135833333	0.0	0.3575	0.0	0	0.284166667	1.5	0.84	0.0	0.347019
15736	3328	2	3	4	3	1	3	0.0	1	2012	10	5	5	19.83333333	13	1	0	1	1155	0.3263888889999999	0.113611111	0.185555556	0.0	0.059722222	0.0	0	0.125	0.0	0.33	0.0	0.257778
15740	3328	3	4	4	3	1	5	0.0	1	2012	10	5	5	19.83333333	8	0	0	1	1155	0.3263888889999999	0.113611111	0.185555556	0.0	0.059722222	0.0	0	0.125	0.0	0.33	0.0	0.257778
15766	3336	0	4	3	5	6	4	1.0	1	2012	10	6	6	17.66666667	22	1	1	0	2084	0.580277778	0.265555556	0.069166667	0.066666667	0.0	0.0	0	0.1916666669999999	1.6	0.39	10.5	0.72029
15786	3341	0	4	4	3	5	1	1.0	1	2012	10	7	7	16.91666667	37	0	1	2	1765	0.4527777779999999	0.135555556	0.125277778	0.0	0.066666667	0.0	0	0.072222222	1.5	0.36	0.0	0.0846154
15815	3346	3	0	3	3	1	5	0.0	1	2012	10	7	7	10.0	5	0	0	2	2430	0.563611111	0.2025	0.18	0.0	0.168333333	0.0	0	0.151944444	0.0	0.45	0.0	0.023766
15824	3348	1	0	3	4	1	1	1.0	1	2012	10	7	7	6.333333333	58	0	1	1	9509	2.222222222	0.8158333329999999	0.075555556	0.0	0.666666667	0.066666667	1	0.484166667	3.0	1.73	0.0	0.3224329999999999
15830	3350	0	5	1	5	1	4	1.0	1	2012	10	7	7	15.0	41	1	1	2	846	0.2397222219999999	0.081666667	0.1694444439999999	0.0	0.0511111109999999	0.0	0	0.083611111	1.5	0.23	0.0	0.136213
15843	3352	0	0	1	3	6	5	0.0	1	2012	10	8	1	11.0	89	0	1	0	1991	0.4625	0.132777778	0.120555556	0.0	0.1694444439999999	0.0	0	0.140833333	0.0	0.35	0.0	0.260355
15862	3355	0	7	4	4	1	1	1.0	1	2012	10	8	1	21.5	49	0	1	1	21671	5.0325	1.5161111109999998	0.0	0.6333333329999999	0.224444444	0.5166666670000001	3	0.940555556	5.8	3.42	0.0	0.339929
15874	3356	0	0	3	1	1	4	1.0	1	2012	10	8	1	6.0	47	0	1	1	22298	4.9802777780000005	1.5725	0.205	0.783333333	0.0	0.15	1	1.043611111	3.6	3.39	10.5	0.549375
15876	3356	0	2	4	5	1	4	1.0	1	2012	10	8	1	17.0	47	0	1	1	1192	0.3675	0.128888889	0.068333333	0.0	0.093055556	0.0	0	0.095555556	1.5	0.27	0.0	0.0988372
15883	3356	1	9	4	3	1	4	1.0	1	2012	10	8	1	22.5	40	1	1	1	2890	0.8711111109999999	0.247777778	0.300555556	0.133333333	0.0	0.0	0	0.160833333	1.25	0.55	0.0	0.1295339999999999
15901	3359	0	1	4	1	1	1	1.0	1	2012	10	8	1	16.25	41	0	1	2	2881	0.84	0.286388889	0.133055556	0.0	0.331944444	0.114166667	1	0.233333333	3.0	0.65	0.0	0.170238
15906	3360	0	4	4	3	6	1	1.0	1	2012	10	8	1	17.16666667	57	0	1	2	6765	1.622222222	0.566111111	0.169166667	0.166666667	0.1938888889999999	0.156111111	1	0.440833333	4.0	1.13	0.0	0.340895
15915	3361	0	3	4	1	1	1	0.5	1	2012	10	8	1	19.0	42	1	1	1	7615	2.054166667	0.69	0.1397222219999999	0.133333333	0.183333333	0.233333333	2	0.308611111	2.25	1.14	0.0	0.39514
15932	3365	0	1	1	5	2	1	1.0	1	2012	10	8	1	14.0	31	1	1	2	2045	0.488055556	0.1472222219999999	0.2125	0.0	0.133333333	0.0	0	0.1575	1.5	0.39	0.0	0.261023
15956	3373	0	0	4	1	1	1	1.0	1	2012	10	8	1	9.25	45	1	1	2	4811	1.155	0.311944444	0.110833333	0.0	0.398611111	0.099444444	1	0.321944444	3.0	0.9	0.0	0.322692
15964	3376	1	0	4	1	1	1	1.0	1	2012	10	8	1	8.0	35	1	1	1	8192	1.989166667	0.531111111	0.4819444439999999	0.166666667	0.406666667	0.081388889	1	0.605	4.4	1.57	0.0	0.583104
15965	3376	1	1	4	1	1	1	1.0	1	2012	10	8	1	17.5	35	1	1	1	8192	2.066666667	0.614166667	0.253333333	0.366666667	0.0511111109999999	0.272777778	2	0.610833333	5.5	1.61	0.0	0.465211
15970	3377	1	0	4	3	1	1	1.0	1	2012	10	8	1	5.0	51	0	1	1	3007	0.807222222	0.263333333	0.1541666669999999	0.0	0.25	0.0	0	0.159444444	1.5	0.52	0.0	0.123693
15971	3377	1	1	4	3	1	1	1.0	1	2012	10	8	1	5.183333333	51	0	1	1	3007	0.807777778	0.259444444	0.177777778	0.0	0.193333333	0.0	0	0.161666667	1.5	0.55	0.0	0.108247
15991	3379	0	0	4	3	1	5	0.0	1	2012	10	8	1	9.5	71	0	1	2	1996	0.508055556	0.143888889	0.178333333	0.0	0.118888889	0.0	0	0.122777778	0.0	0.36	0.0	0.131222
15999	3381	0	1	1	3	2	1	1.0	1	2012	10	8	1	15.5	32	1	1	1	1148	0.313888889	0.073055556	0.195277778	0.0	0.094444444	0.0	0	0.0861111109999999	1.5	0.21	0.0	0.0354839
16007	3383	0	0	4	4	1	1	1.0	1	2012	10	9	2	7.8	22	0	1	2	1962	0.493611111	0.152777778	0.2372222219999999	0.0	0.177777778	0.0	0	0.1525	1.5	0.4	0.0	0.28051
16008	3383	0	1	4	4	1	1	1.0	1	2012	10	9	2	16.5	22	0	1	2	1962	0.490833333	0.1825	0.241666667	0.0	0.155	0.0	0	0.150277778	1.5	0.4	0.0	0.201479
16069	3397	1	1	3	4	1	1	1.0	1	2012	10	9	2	17.5	36	0	0	1	2862	0.773055556	0.255277778	0.117777778	0.0	0.391111111	0.0	0	0.2666666669999999	1.5	0.71	0.0	0.307292
16070	3397	2	0	4	4	1	1	1.0	1	2012	10	9	2	6.25	32	0	1	1	12041	2.892222222	0.8855555559999999	0.211111111	0.366666667	0.0	0.15	2	0.76	2.8	2.13	0.0	0.72405
16095	3402	0	1	1	3	1	1	1.0	1	2012	10	9	2	7.2	45	0	1	1	572	0.1625	0.0358333329999999	0.083611111	0.0	0.040833333	0.0	0	0.0475	1.5	0.13	0.0	0.0994152
16118	3405	1	2	3	3	6	1	1.0	1	2012	10	10	3	21.0	21	1	0	0	4771	1.107777778	0.318611111	0.150833333	0.166666667	0.0	0.0	0	0.234166667	1.5	0.68	0.0	0.154211
16122	3406	1	2	3	3	6	5	0.0	1	2012	10	10	3	14.41666667	71	0	0	0	1145	0.324444444	0.108055556	0.049722222	0.0	0.070277778	0.0	0	0.078055556	0.0	0.2	0.0	0.288256
16128	3408	2	0	3	2	6	3	0.0	1	2012	10	10	3	8.0	15	0	0	0	1571	0.385555556	0.146388889	0.145555556	0.0	0.1222222219999999	0.0	0	0.161111111	0.0	0.39	0.0	0.237931
16150	3413	0	3	1	2	6	1	1.0	1	2012	10	10	3	17.25	20	1	0	0	1393	0.3569444439999999	0.099444444	0.128888889	0.0	0.133333333	0.0	0	0.082222222	1.5	0.25	0.0	0.212838
16174	3416	0	2	3	4	6	4	1.0	1	2012	10	10	3	11.5	23	0	1	0	1472	0.3483333329999999	0.150833333	0.056944444	0.066666667	0.0	0.0	0	0.177777778	1.6	0.4	10.5	0.771875
16178	3417	0	1	3	4	6	1	1.0	1	2012	10	10	3	16.0	49	1	1	0	24221	5.771388889	1.970277778	0.183333333	0.783333333	0.0	0.066666667	1	1.4522222219999998	4.7	6.99	0.0	0.412204
16199	3425	0	2	1	5	6	1	1.0	1	2012	10	10	3	13.5	53	1	1	0	1597	0.471666667	0.145833333	0.145555556	0.0	0.1	0.0	0	0.126944444	1.5	0.32	0.0	0.221007
16215	3429	0	3	2	1	1	1	1.0	1	2012	10	11	4	16.25	49	0	1	2	4936	1.155277778	0.350555556	0.251666667	0.0	0.3494444439999999	0.0	0	0.25	1.5	0.75	0.0	0.382222
